CCS PCM C Compiler, Version 5.007, 61971               19-Ara-22 00:24

               Filename:   C:\Users\Samet\OneDrive\Masaüstü\SERA_DOCS\RTC - Ýkinci\kod\DS1202_PROJECT.lst

               ROM used:   1275 words (62%)
                           Largest free fragment is 773
               RAM used:   19 (8%) at main() level
                           36 (16%) worst case
               Stack used: 0 locations
               Stack size: 8
.................... void lcd_gotoxy(byte x, byte y)   // Ham thiet lap vi tri ghi tren C.LCD (Goc tren ben trai co toa do la 1,1). 
.................... { 
.................... // Khai bao bien. 
.................... byte address; 
.................... // Dinh nghia ham.   
.................... if(y==1)               // Kiem tra vi tri truy xuat thuoc hang 2. 
*
01FE:  DECFSZ 34,W
01FF:  GOTO   202
....................    address=lcd_line_one;      // Nap dia chi RAM cua hang 2.  
0200:  CLRF   35
0201:  GOTO   216
.................... else if(y==2)      // Neu vi tri truy xuat thuoc hang 1. 
0202:  MOVF   34,W
0203:  SUBLW  02
0204:  BTFSS  03.2
0205:  GOTO   209
....................    address=lcd_line_two;      // Nap dia chi RAM cua hang 1. 
0206:  MOVLW  40
0207:  MOVWF  35
0208:  GOTO   216
.................... else if(y==3) 
0209:  MOVF   34,W
020A:  SUBLW  03
020B:  BTFSS  03.2
020C:  GOTO   210
....................    address=lcd_line_three;      
020D:  MOVLW  14
020E:  MOVWF  35
020F:  GOTO   216
.................... else if(y==4) 
0210:  MOVF   34,W
0211:  SUBLW  04
0212:  BTFSS  03.2
0213:  GOTO   216
....................    address=lcd_line_four;    
0214:  MOVLW  54
0215:  MOVWF  35
....................  
.................... address+=x-1;               // Ghep dia chi cot vao dia chi tong quat (address). address = address + (x-1).       
0216:  MOVLW  01
0217:  SUBWF  33,W
0218:  ADDWF  35,F
....................                         // Ta qui uoc: Goc tren ben trai co toa do la 1,1 -> Cot dau tien la Cot 1 
....................                         // (x-1) vi C.LCD qui uoc cot dau tien co dia chi la 0. 
.................... lcd_send_byte(0,0x80|address);   // Goi ham truyen thong tin (lenh) sang C.LCD. 
0219:  MOVF   35,W
021A:  IORLW  80
021B:  MOVWF  36
021C:  CLRF   37
021D:  MOVF   36,W
021E:  MOVWF  38
021F:  CALL   0DD
0220:  RETURN
.................... }                        // Lenh: Thiet lap dia chi DDRAM cua C.LCD (addresss).    
....................  
.................... // *************************************************** 
.................... char lcd_getc(byte x, byte y)   // Ham tra ve ky tu tai vi tri (x,y) tren C.LCD. 
.................... { 
.................... // Khai bao bien. 
.................... char value; 
.................... // Dinh nghia ham.   
.................... lcd_gotoxy(x,y);            // Xac dinh toa do C.LCD can truy xuat. 
.................... while(bit_test(lcd_read_byte(),7));   // Cho Busy Flag = 0 (C.LCD da xu ly xong). 
.................... lcd_output_rs(1);         // RS = 1 - Databus = Bus du lieu. 
.................... value = lcd_read_byte();   // Doc ve tu C.LCD. 
.................... lcd_output_rs(0);         // RS = 0 - Databus = Bus lenh. 
....................  
.................... return(value);      // Tra ve ma ky tu tai toa do yeu cau. 
.................... } 
....................  
.................... // *************************************************** 
.................... void lcd_putc(char c)   // Ham se hien thi ky tu c tai vi tri ke tiep tren C.LCD. 
.................... { 
.................... // Khai bao bien. 
....................  
.................... // Dinh nghia ham.  
.................... switch (c) 
0221:  MOVF   32,W
0222:  XORLW  0C
0223:  BTFSC  03.2
0224:  GOTO   22C
0225:  XORLW  06
0226:  BTFSC  03.2
0227:  GOTO   234
0228:  XORLW  02
0229:  BTFSC  03.2
022A:  GOTO   23A
022B:  GOTO   23F
....................    { 
....................    case '\f':     // Chuc nang xoa hien thi. 
....................       lcd_send_byte(0,0x01);   // Goi ham truyen thong tin (lenh) sang C.LCD. 
022C:  CLRF   37
022D:  MOVLW  01
022E:  MOVWF  38
022F:  CALL   0DD
....................       delay_ms(2);         // Lenh: Xoa hien thi tren man hinh C.LCD (0x01). 
0230:  MOVLW  02
0231:  MOVWF  33
0232:  CALL   06C
....................       break; 
0233:  GOTO   244
....................    case '\n':       // Chuc nang bat dau hang thu 2. 
....................       lcd_gotoxy(1,0x02);     // Goi ham truyen thong tin (du lieu) sang C.LCD.    
0234:  MOVLW  01
0235:  MOVWF  33
0236:  MOVLW  02
0237:  MOVWF  34
0238:  CALL   1FE
....................       break; 
0239:  GOTO   244
....................     case '\b':       // Chuc nang lui ve 1 vi tri. 
....................       lcd_send_byte(0,0x10);    // Goi ham truyen thong tin (lenh) sang C.LCD.  
023A:  CLRF   37
023B:  MOVLW  10
023C:  MOVWF  38
023D:  CALL   0DD
....................       break;               // Lenh: Doi con tro sang trai (0x10). 
023E:  GOTO   244
....................    default:       // Chuc nang hien thi ky tu c tai vi tri ke tiep tren C.LCD. 
....................       lcd_send_byte(1,c);     // Goi ham truyen thong tin (du lieu) sang C.LCD. 
023F:  MOVLW  01
0240:  MOVWF  37
0241:  MOVF   32,W
0242:  MOVWF  38
0243:  CALL   0DD
....................       break; 
....................    } 
0244:  RETURN
.................... }       
.................... // ***************************************************    
....................  
.................... #include "DS1302.C"   
.................... ////////////////////////////////////////////////////////////////////////// 
.................... ////                               DS1302.C                           //// 
.................... ////                     Driver for Real Time Clock                   //// 
.................... ////                                                                  //// 
.................... ////  rtc_init()                                   Call after power up//// 
.................... ////                                                                  //// 
.................... ////  rtc_set_datetime(day,mth,year,dow,hour,min)  Set the date/time  //// 
.................... ////                                                                  //// 
.................... ////  rtc_get_date(day,mth,year,dow)               Get the date       //// 
.................... ////                                                                  //// 
.................... ////  rtc_get_time(hr,min,sec)                     Get the time       //// 
.................... ////                                                                  //// 
.................... ////  rtc_write_nvr(address,data)                  Write to NVR       //// 
.................... ////                                                                  //// 
.................... ////  data = rtc_read_nvr(address)                 Read from NVR      //// 
.................... ////                                                                  //// 
.................... ////////////////////////////////////////////////////////////////////////// 
.................... ////        (C) Copyright 1996,2003 Custom Computer Services          //// 
.................... //// This source code may only be used by licensed users of the CCS C //// 
.................... //// compiler.  This source code may only be distributed to other     //// 
.................... //// licensed users of the CCS C compiler.  No other use, reproduction//// 
.................... //// or distribution is permitted without written permission.         //// 
.................... //// Derivative programs created using this software in object code   //// 
.................... //// form are not restricted in any way.                              //// 
.................... ////////////////////////////////////////////////////////////////////////// 
....................  
.................... #ifndef RTC_SCLK 
....................  
....................  
....................  
.................... #define RTC_RST  PIN_A0 
.................... #define RTC_SCLK PIN_A1 
.................... #define RTC_IO   PIN_A2 
....................  
.................... #endif 
....................  
....................  
.................... void write_ds1302_byte(BYTE cmd) { 
....................    BYTE i; 
....................  
....................    for(i=0;i<=7;++i) { 
*
016C:  CLRF   35
016D:  MOVF   35,W
016E:  SUBLW  07
016F:  BTFSS  03.0
0170:  GOTO   183
....................       output_bit(RTC_IO, shift_right(&cmd,1,0) ); 
0171:  BCF    03.0
0172:  RRF    34,F
0173:  BTFSC  03.0
0174:  GOTO   177
0175:  BCF    05.2
0176:  GOTO   178
0177:  BSF    05.2
0178:  BSF    03.5
0179:  BCF    05.2
....................       output_high(RTC_SCLK); 
017A:  BCF    05.1
017B:  BCF    03.5
017C:  BSF    05.1
....................       output_low(RTC_SCLK); 
017D:  BSF    03.5
017E:  BCF    05.1
017F:  BCF    03.5
0180:  BCF    05.1
0181:  INCF   35,F
0182:  GOTO   16D
....................    } 
0183:  RETURN
.................... } 
....................  
.................... void write_ds1302(BYTE cmd, BYTE data) { 
....................  
....................    output_high(RTC_RST); 
0184:  BSF    03.5
0185:  BCF    05.0
0186:  BCF    03.5
0187:  BSF    05.0
....................    write_ds1302_byte(cmd); 
0188:  MOVF   32,W
0189:  MOVWF  34
018A:  CALL   16C
....................    write_ds1302_byte(data); 
018B:  MOVF   33,W
018C:  MOVWF  34
018D:  CALL   16C
....................    output_low(RTC_RST); 
018E:  BSF    03.5
018F:  BCF    05.0
0190:  BCF    03.5
0191:  BCF    05.0
0192:  RETURN
.................... } 
....................  
.................... BYTE read_ds1302(BYTE cmd) { 
....................    BYTE i,data; 
....................  
....................    output_high(RTC_RST); 
0193:  BSF    03.5
0194:  BCF    05.0
0195:  BCF    03.5
0196:  BSF    05.0
....................    write_ds1302_byte(cmd); 
0197:  MOVF   30,W
0198:  MOVWF  34
0199:  CALL   16C
....................  
....................    for(i=0;i<=7;++i) { 
019A:  CLRF   31
019B:  MOVF   31,W
019C:  SUBLW  07
019D:  BTFSS  03.0
019E:  GOTO   1B4
....................       shift_right(&data,1,input(RTC_IO)); 
019F:  BSF    03.5
01A0:  BSF    05.2
01A1:  BCF    03.5
01A2:  BTFSC  05.2
01A3:  GOTO   1A6
01A4:  BCF    03.0
01A5:  GOTO   1A7
01A6:  BSF    03.0
01A7:  RRF    32,F
....................       output_high(RTC_SCLK); 
01A8:  BSF    03.5
01A9:  BCF    05.1
01AA:  BCF    03.5
01AB:  BSF    05.1
....................       delay_us(2); 
01AC:  GOTO   1AD
....................       output_low(RTC_SCLK); 
01AD:  BSF    03.5
01AE:  BCF    05.1
01AF:  BCF    03.5
01B0:  BCF    05.1
....................       delay_us(2); 
01B1:  GOTO   1B2
01B2:  INCF   31,F
01B3:  GOTO   19B
....................    } 
....................    output_low(RTC_RST); 
01B4:  BSF    03.5
01B5:  BCF    05.0
01B6:  BCF    03.5
01B7:  BCF    05.0
....................    return(data); 
01B8:  MOVF   32,W
01B9:  MOVWF  78
01BA:  RETURN
.................... } 
....................  
.................... void rtc_init() { 
....................    BYTE x; 
....................    output_low(RTC_RST); 
01BB:  BSF    03.5
01BC:  BCF    05.0
01BD:  BCF    03.5
01BE:  BCF    05.0
....................    delay_us(2); 
01BF:  GOTO   1C0
....................    output_low(RTC_SCLK); 
01C0:  BSF    03.5
01C1:  BCF    05.1
01C2:  BCF    03.5
01C3:  BCF    05.1
....................    write_ds1302(0x8e,0); 
01C4:  MOVLW  8E
01C5:  MOVWF  32
01C6:  CLRF   33
01C7:  CALL   184
....................    write_ds1302(0x90,0xa6); 
01C8:  MOVLW  90
01C9:  MOVWF  32
01CA:  MOVLW  A6
01CB:  MOVWF  33
01CC:  CALL   184
....................    x=read_ds1302(0x81); 
01CD:  MOVLW  81
01CE:  MOVWF  30
01CF:  CALL   193
01D0:  MOVF   78,W
01D1:  MOVWF  2C
....................    if((x & 0x80)!=0) 
01D2:  MOVF   2C,W
01D3:  ANDLW  80
01D4:  BTFSC  03.2
01D5:  GOTO   1DA
....................      write_ds1302(0x80,0); 
01D6:  MOVLW  80
01D7:  MOVWF  32
01D8:  CLRF   33
01D9:  CALL   184
01DA:  GOTO   2C9 (RETURN)
.................... } 
....................  
.................... void rtc_set_datetime(BYTE day, BYTE mth, BYTE year, BYTE dow, BYTE hr, BYTE min) { 
....................    write_ds1302(0x86,day); 
01DB:  MOVLW  86
01DC:  MOVWF  32
01DD:  MOVF   2C,W
01DE:  MOVWF  33
01DF:  CALL   184
....................    write_ds1302(0x88,mth); 
01E0:  MOVLW  88
01E1:  MOVWF  32
01E2:  MOVF   2D,W
01E3:  MOVWF  33
01E4:  CALL   184
....................    write_ds1302(0x8c,year); 
01E5:  MOVLW  8C
01E6:  MOVWF  32
01E7:  MOVF   2E,W
01E8:  MOVWF  33
01E9:  CALL   184
....................    write_ds1302(0x8a,dow); 
01EA:  MOVLW  8A
01EB:  MOVWF  32
01EC:  MOVF   2F,W
01ED:  MOVWF  33
01EE:  CALL   184
....................    write_ds1302(0x84,hr); 
01EF:  MOVLW  84
01F0:  MOVWF  32
01F1:  MOVF   30,W
01F2:  MOVWF  33
01F3:  CALL   184
....................    write_ds1302(0x82,min); 
01F4:  MOVLW  82
01F5:  MOVWF  32
01F6:  MOVF   31,W
01F7:  MOVWF  33
01F8:  CALL   184
....................    write_ds1302(0x80,0); 
01F9:  MOVLW  80
01FA:  MOVWF  32
01FB:  CLRF   33
01FC:  CALL   184
01FD:  GOTO   2D6 (RETURN)
.................... } 
....................  
.................... void rtc_get_date(BYTE& day, BYTE& mth, BYTE& year, BYTE& dow) { 
....................    day = read_ds1302(0x87); 
*
02D6:  MOVLW  87
02D7:  MOVWF  30
02D8:  CALL   193
02D9:  MOVF   78,W
02DA:  MOVWF  23
*
02FB:  MOVLW  87
02FC:  MOVWF  30
02FD:  CALL   193
02FE:  MOVF   78,W
02FF:  MOVWF  23
....................    mth = read_ds1302(0x89); 
*
02DB:  MOVLW  89
02DC:  MOVWF  30
02DD:  CALL   193
02DE:  MOVF   78,W
02DF:  MOVWF  24
*
0300:  MOVLW  89
0301:  MOVWF  30
0302:  CALL   193
0303:  MOVF   78,W
0304:  MOVWF  24
....................    year = read_ds1302(0x8d); 
*
02E0:  MOVLW  8D
02E1:  MOVWF  30
02E2:  CALL   193
02E3:  MOVF   78,W
02E4:  MOVWF  25
*
0305:  MOVLW  8D
0306:  MOVWF  30
0307:  CALL   193
0308:  MOVF   78,W
0309:  MOVWF  25
....................    dow = read_ds1302(0x8b); 
*
02E5:  MOVLW  8B
02E6:  MOVWF  30
02E7:  CALL   193
02E8:  MOVF   78,W
02E9:  MOVWF  26
*
030A:  MOVLW  8B
030B:  MOVWF  30
030C:  CALL   193
030D:  MOVF   78,W
030E:  MOVWF  26
.................... } 
....................  
....................  
.................... void rtc_get_time(BYTE& hr, BYTE& min, BYTE& sec) { 
....................    hr = read_ds1302(0x85); 
*
02EC:  MOVLW  85
02ED:  MOVWF  30
02EE:  CALL   193
02EF:  MOVF   78,W
02F0:  MOVWF  22
....................    min = read_ds1302(0x83); 
02F1:  MOVLW  83
02F2:  MOVWF  30
02F3:  CALL   193
02F4:  MOVF   78,W
02F5:  MOVWF  21
....................    sec = read_ds1302(0x81); 
02F6:  MOVLW  81
02F7:  MOVWF  30
02F8:  CALL   193
02F9:  MOVF   78,W
02FA:  MOVWF  20
.................... } 
....................  
.................... void rtc_write_nvr(BYTE address, BYTE data) { 
....................    write_ds1302(address|0xc0,data); 
.................... } 
....................  
.................... BYTE rtc_read_nvr(BYTE address) { 
....................     return(read_ds1302(address|0xc1)); 
.................... } 
....................  
....................  
.................... #use fast_io(a) 
.................... #use fast_io(b) 
....................  
.................... int saniye, dakika, saat, gun, ay, yil, haftanin_gunu; 
....................  
.................... // 0 bitki yok  
.................... // 1 gul 
.................... // 2 marul 
.................... // 3 cilek 
.................... char bitki = '0'; 
.................... int1 haber1 = 0; 
.................... int1 haber2 = 0; 
.................... int1 haber3 = 0; 
....................  
.................... // durumlar 
.................... int1 durum1 = 0; 
.................... int1 durum2 = 0; 
.................... int1 durum3 = 0; 
....................  
.................... int8 x = 0; 
.................... int8 y = 0; 
....................  
....................  
....................  
.................... int main() 
*
02B1:  MOVLW  30
02B2:  MOVWF  27
02B3:  BCF    28.0
02B4:  BCF    28.1
02B5:  BCF    28.2
02B6:  BCF    28.3
02B7:  BCF    28.4
02B8:  BCF    28.5
02B9:  CLRF   29
02BA:  CLRF   2A
02BB:  MOVLW  07
02BC:  MOVWF  1F
02BD:  BCF    03.7
02BE:  MOVLW  1F
02BF:  ANDWF  03,F
.................... {   
....................  
....................     
....................     
....................    set_tris_a(0x10); 
02C0:  MOVLW  10
02C1:  BSF    03.5
02C2:  MOVWF  05
....................    set_tris_b(0x08); 
02C3:  MOVLW  08
02C4:  MOVWF  06
....................    output_a(0); 
02C5:  BCF    03.5
02C6:  CLRF   05
....................    lcd_init(); 
02C7:  GOTO   134
....................    rtc_init(); 
02C8:  GOTO   1BB
....................     
....................    //------- pwm ---------- 
....................   // setup_psp(PSP_DISABLED);    // asenkton haberlesme 
....................   // setup_spi(SPI_SS_DISABLED); // yazdirma hizmeti arayuzu 
....................   // setup_timer_0(RTCC_INTERNAL|RTCC_DIV_1); 
....................   // setup_timer_1(T1_DISABLED);  
....................   // setup_timer_2(T2_DIV_BY_16,255,1); // PWM icin timer2 kullaniliyor  
....................    // maksimum 255 olarak ayarladik 
....................     
....................    //************************** 
....................    //day - mounth - year - dow - saat - minute 
....................    rtc_set_datetime(29, 11, 22, 2, 8, 9);  
02C9:  MOVLW  1D
02CA:  MOVWF  2C
02CB:  MOVLW  0B
02CC:  MOVWF  2D
02CD:  MOVLW  16
02CE:  MOVWF  2E
02CF:  MOVLW  02
02D0:  MOVWF  2F
02D1:  MOVLW  08
02D2:  MOVWF  30
02D3:  MOVLW  09
02D4:  MOVWF  31
02D5:  GOTO   1DB
....................     
....................    //----- pwm ---- 
....................    //setup_ccp1(CCP_PWM); 
....................    //setup_ccp1(CCP_PWM); 
....................    //set_pwm1_duty(k); 
....................    //delay_us(20); 
....................     
....................    // Sistemin basladigi gun 
....................    rtc_get_date(gun, ay, yil, haftanin_gunu); 
....................    int8 sistemBaslamaGunu = gun; 
*
02EA:  MOVF   23,W
02EB:  MOVWF  2B
....................     
.................... while(TRUE) 
....................    { 
....................        
....................        
....................       rtc_get_time(saat, dakika, saniye); 
....................       rtc_get_date(gun, ay, yil, haftanin_gunu); 
....................        
....................        
....................        
....................       if(saat == 8) // Sadece sabah 8 de sulama yapilir. 
*
030F:  MOVF   22,W
0310:  SUBLW  08
0311:  BTFSS  03.2
0312:  GOTO   351
....................       { 
....................          // Sulama Sistemi 
....................          if(bitki == '1')   // Gul 
0313:  MOVF   27,W
0314:  SUBLW  31
0315:  BTFSS  03.2
0316:  GOTO   350
....................          { 
....................             if(durum1 == 1 && durum2 == 1 && durum3 == 1) 
0317:  BTFSS  28.3
0318:  GOTO   329
0319:  BTFSS  28.4
031A:  GOTO   329
031B:  BTFSS  28.5
031C:  GOTO   329
....................             // Meyve Durumu 
....................             { 
....................                // 2 gunde 1 4 dakika  
....................                if(sistemBaslamaGunu %2 == 0 && dakika < 4 ) output_high(pin_a3); 
031D:  MOVF   2B,W
031E:  ANDLW  01
031F:  BTFSS  03.2
0320:  GOTO   327
0321:  MOVF   21,W
0322:  SUBLW  03
0323:  BTFSS  03.0
0324:  GOTO   327
0325:  BSF    05.3
0326:  GOTO   328
....................                else output_low(pin_a3); 
0327:  BCF    05.3
....................             } 
0328:  GOTO   350
....................             else if(durum1 == 1 && durum2 == 1 && durum3 == 0 ) 
0329:  BTFSS  28.3
032A:  GOTO   33B
032B:  BTFSS  28.4
032C:  GOTO   33B
032D:  BTFSC  28.5
032E:  GOTO   33B
....................             //Ciceklenme Durumu 
....................             { 
....................                //  2 günde 1 4 dk 
....................                if(sistemBaslamaGunu %2 == 0 && dakika < 4 ) output_high(pin_a3); 
032F:  MOVF   2B,W
0330:  ANDLW  01
0331:  BTFSS  03.2
0332:  GOTO   339
0333:  MOVF   21,W
0334:  SUBLW  03
0335:  BTFSS  03.0
0336:  GOTO   339
0337:  BSF    05.3
0338:  GOTO   33A
....................                else output_low(pin_a3); 
0339:  BCF    05.3
....................             } 
033A:  GOTO   350
....................             else if(durum1 == 1 && durum2 == 0 && durum3 == 0) 
033B:  BTFSS  28.3
033C:  GOTO   349
033D:  BTFSC  28.4
033E:  GOTO   349
033F:  BTFSC  28.5
0340:  GOTO   349
....................             //Cimlenme Durumu 
....................             { 
....................                // sabah 8 4 dakika - hergün 
....................                if(dakika <  4) output_high(pin_a3); 
0341:  MOVF   21,W
0342:  SUBLW  03
0343:  BTFSS  03.0
0344:  GOTO   347
0345:  BSF    05.3
0346:  GOTO   348
....................                else {   output_low(pin_a3);  } 
0347:  BCF    05.3
....................             } 
0348:  GOTO   350
....................             else 
....................             // Tohum Hali 
....................             { 
....................                // 2 dakika - hergün 
....................                if(dakika <  2) output_high(pin_a3); 
0349:  MOVF   21,W
034A:  SUBLW  01
034B:  BTFSS  03.0
034C:  GOTO   34F
034D:  BSF    05.3
034E:  GOTO   350
....................                else {   output_low(pin_a3);  } 
034F:  BCF    05.3
....................             } 
....................          }// Saat 8 olmalýnýn süslü parantezi 
....................          } 
0350:  GOTO   3D4
....................          else if(bitki == '2')  // Marul 
0351:  MOVF   27,W
0352:  SUBLW  32
0353:  BTFSS  03.2
0354:  GOTO   393
....................          { 
....................             if(durum1 == 1 && durum2 == 1 && durum3 == 1) 
0355:  BTFSS  28.3
0356:  GOTO   367
0357:  BTFSS  28.4
0358:  GOTO   367
0359:  BTFSS  28.5
035A:  GOTO   367
....................             // Meyve Durumu 
....................             { 
....................                //  2 günde 1 - 4 dk 
....................                if(sistemBaslamaGunu %2 == 0 && dakika < 4 ) output_high(pin_a3); 
035B:  MOVF   2B,W
035C:  ANDLW  01
035D:  BTFSS  03.2
035E:  GOTO   365
035F:  MOVF   21,W
0360:  SUBLW  03
0361:  BTFSS  03.0
0362:  GOTO   365
0363:  BSF    05.3
0364:  GOTO   366
....................                else output_low(pin_a3); 
0365:  BCF    05.3
....................             } 
0366:  GOTO   392
....................             else if(durum1 == 1 && durum2 == 1 && durum3 == 0 ) 
0367:  BTFSS  28.3
0368:  GOTO   379
0369:  BTFSS  28.4
036A:  GOTO   379
036B:  BTFSC  28.5
036C:  GOTO   379
....................             //Ciceklenme Durumu 
....................             { 
....................                //  2 günde 1 - 4 dk 
....................                if(sistemBaslamaGunu %2 == 0 && dakika < 4 ) output_high(pin_a3); 
036D:  MOVF   2B,W
036E:  ANDLW  01
036F:  BTFSS  03.2
0370:  GOTO   377
0371:  MOVF   21,W
0372:  SUBLW  03
0373:  BTFSS  03.0
0374:  GOTO   377
0375:  BSF    05.3
0376:  GOTO   378
....................                else output_low(pin_a3); 
0377:  BCF    05.3
....................             } 
0378:  GOTO   392
....................             else if(durum1 == 1 && durum2 == 0 && durum3 == 0) 
0379:  BTFSS  28.3
037A:  GOTO   38B
037B:  BTFSC  28.4
037C:  GOTO   38B
037D:  BTFSC  28.5
037E:  GOTO   38B
....................             //Cimlenme Durumu 
....................             { 
....................                //  2 günde 1 - 3 dk 
....................                if(sistemBaslamaGunu %2 == 0 && dakika < 3 ) output_high(pin_a3); 
037F:  MOVF   2B,W
0380:  ANDLW  01
0381:  BTFSS  03.2
0382:  GOTO   389
0383:  MOVF   21,W
0384:  SUBLW  02
0385:  BTFSS  03.0
0386:  GOTO   389
0387:  BSF    05.3
0388:  GOTO   38A
....................                else output_low(pin_a3); 
0389:  BCF    05.3
....................             } 
038A:  GOTO   392
....................             else 
....................             // Tohum Hali 
....................             { 
....................                // 2 dakika - hergün 
....................                if(dakika <  2) output_high(pin_a3); 
038B:  MOVF   21,W
038C:  SUBLW  01
038D:  BTFSS  03.0
038E:  GOTO   391
038F:  BSF    05.3
0390:  GOTO   392
....................                else {   output_low(pin_a3);  } 
0391:  BCF    05.3
....................             } 
....................           
....................          } 
0392:  GOTO   3D4
....................          else if(bitki == '3')  // Çilek 
0393:  MOVF   27,W
0394:  SUBLW  33
0395:  BTFSS  03.2
0396:  GOTO   3D4
....................          { 
....................             if(durum1 == 1 && durum2 == 1 && durum3 == 1) 
0397:  BTFSS  28.3
0398:  GOTO   3A9
0399:  BTFSS  28.4
039A:  GOTO   3A9
039B:  BTFSS  28.5
039C:  GOTO   3A9
....................             // Meyve Durumu 
....................             { 
....................                 //  2 günde 1 - 3 dk 
....................                if(sistemBaslamaGunu %2 == 0 && dakika < 3 ) output_high(pin_a3); 
039D:  MOVF   2B,W
039E:  ANDLW  01
039F:  BTFSS  03.2
03A0:  GOTO   3A7
03A1:  MOVF   21,W
03A2:  SUBLW  02
03A3:  BTFSS  03.0
03A4:  GOTO   3A7
03A5:  BSF    05.3
03A6:  GOTO   3A8
....................                else output_low(pin_a3); 
03A7:  BCF    05.3
....................             } 
03A8:  GOTO   3D4
....................             else if(durum1 == 1 && durum2 == 1 && durum3 == 0 ) 
03A9:  BTFSS  28.3
03AA:  GOTO   3BB
03AB:  BTFSS  28.4
03AC:  GOTO   3BB
03AD:  BTFSC  28.5
03AE:  GOTO   3BB
....................             //Ciceklenme Durumu 
....................             { 
....................                //  2 günde 1 - 4 dk 
....................                if(sistemBaslamaGunu %2 == 0 && dakika < 4 ) output_high(pin_a3); 
03AF:  MOVF   2B,W
03B0:  ANDLW  01
03B1:  BTFSS  03.2
03B2:  GOTO   3B9
03B3:  MOVF   21,W
03B4:  SUBLW  03
03B5:  BTFSS  03.0
03B6:  GOTO   3B9
03B7:  BSF    05.3
03B8:  GOTO   3BA
....................                else output_low(pin_a3); 
03B9:  BCF    05.3
....................             } 
03BA:  GOTO   3D4
....................             else if(durum1 == 1 && durum2 == 0 && durum3 == 0) 
03BB:  BTFSS  28.3
03BC:  GOTO   3CD
03BD:  BTFSC  28.4
03BE:  GOTO   3CD
03BF:  BTFSC  28.5
03C0:  GOTO   3CD
....................             //Cimlenme Durumu 
....................             { 
....................                //  2 günde 1 - 3 dk 
....................                if(sistemBaslamaGunu %2 == 0 && dakika < 3 ) output_high(pin_a3); 
03C1:  MOVF   2B,W
03C2:  ANDLW  01
03C3:  BTFSS  03.2
03C4:  GOTO   3CB
03C5:  MOVF   21,W
03C6:  SUBLW  02
03C7:  BTFSS  03.0
03C8:  GOTO   3CB
03C9:  BSF    05.3
03CA:  GOTO   3CC
....................                else output_low(pin_a3); 
03CB:  BCF    05.3
....................             } 
03CC:  GOTO   3D4
....................             else 
....................             // Tohum Hali 
....................             { 
....................                // 2 dakika - hergün 
....................                if(dakika <  2) output_high(pin_a3); 
03CD:  MOVF   21,W
03CE:  SUBLW  01
03CF:  BTFSS  03.0
03D0:  GOTO   3D3
03D1:  BSF    05.3
03D2:  GOTO   3D4
....................                else {   output_low(pin_a3);  } 
03D3:  BCF    05.3
....................             } 
....................           
....................          } 
....................              
....................           
....................        
....................           
....................       printf(lcd_putc, "\f%02d:%02d:%02d  ",saat, dakika, saniye); 
03D4:  MOVLW  0C
03D5:  MOVWF  32
03D6:  CALL   221
03D7:  MOVF   22,W
03D8:  MOVWF  2C
03D9:  MOVLW  01
03DA:  MOVWF  2D
03DB:  CALL   25A
03DC:  MOVLW  3A
03DD:  MOVWF  32
03DE:  CALL   221
03DF:  MOVF   21,W
03E0:  MOVWF  2C
03E1:  MOVLW  01
03E2:  MOVWF  2D
03E3:  CALL   25A
03E4:  MOVLW  3A
03E5:  MOVWF  32
03E6:  CALL   221
03E7:  MOVF   20,W
03E8:  MOVWF  2C
03E9:  MOVLW  01
03EA:  MOVWF  2D
03EB:  CALL   25A
03EC:  MOVLW  20
03ED:  MOVWF  32
03EE:  CALL   221
03EF:  MOVLW  20
03F0:  MOVWF  32
03F1:  CALL   221
....................       switch(haftanin_gunu) 
03F2:  MOVLW  01
03F3:  SUBWF  26,W
03F4:  ADDLW  F9
03F5:  BTFSC  03.0
03F6:  GOTO   44C
03F7:  ADDLW  07
03F8:  GOTO   4F0
....................       { 
....................       case 1: printf(lcd_putc,"P.TESI" );   break ; 
03F9:  CLRF   2C
03FA:  MOVF   2C,W
03FB:  CALL   00C
03FC:  INCF   2C,F
03FD:  MOVWF  77
03FE:  MOVWF  32
03FF:  CALL   221
0400:  MOVLW  06
0401:  SUBWF  2C,W
0402:  BTFSS  03.2
0403:  GOTO   3FA
0404:  GOTO   44C
....................       case 2: printf(lcd_putc,"SALI" );     break ; 
0405:  CLRF   2C
0406:  MOVF   2C,W
0407:  CALL   017
0408:  INCF   2C,F
0409:  MOVWF  77
040A:  MOVWF  32
040B:  CALL   221
040C:  MOVLW  04
040D:  SUBWF  2C,W
040E:  BTFSS  03.2
040F:  GOTO   406
0410:  GOTO   44C
....................       case 3: printf(lcd_putc,"CARSAMBA" ); break ; 
0411:  CLRF   2C
0412:  MOVF   2C,W
0413:  CALL   020
0414:  INCF   2C,F
0415:  MOVWF  77
0416:  MOVWF  32
0417:  CALL   221
0418:  MOVLW  08
0419:  SUBWF  2C,W
041A:  BTFSS  03.2
041B:  GOTO   412
041C:  GOTO   44C
....................       case 4: printf(lcd_putc,"PERSEMBE" ); break ; 
041D:  CLRF   2C
041E:  MOVF   2C,W
041F:  CALL   02D
0420:  INCF   2C,F
0421:  MOVWF  77
0422:  MOVWF  32
0423:  CALL   221
0424:  MOVLW  08
0425:  SUBWF  2C,W
0426:  BTFSS  03.2
