CCS PCM C Compiler, Version 5.007, 61971               21-Ara-22 12:20

               Filename:   C:\Users\Samet\OneDrive\Masaüstü\SERA_DOCS\TOPlaM\yeni1\main.lst

               ROM used:   4773 words (58%)
                           Largest free fragment is 2048
               RAM used:   77 (21%) at main() level
                           135 (37%) worst case
               Stack used: 1 locations (0 in main + 1 for interrupts)
               Stack size: 8
0059:  MOVF   56,W
005A:  SUBLW  73
005B:  BTFSS  03.2
005C:  GOTO   064
....................    { 
....................    bitki  = '0'; 
005D:  MOVLW  30
005E:  MOVWF  59
....................    durum1 = '0'; 
005F:  MOVWF  5A
....................    durum2 = '0'; 
0060:  MOVWF  5B
....................    durum3 = '0'; 
0061:  MOVWF  5C
....................    seriportON_OFF = '0'; 
0062:  MOVWF  5D
....................    saniye  = 0 ; 
0063:  CLRF   55
....................    } 
....................    if     (gelenVeri == 't') durum1 = '0'; 
0064:  MOVF   56,W
0065:  SUBLW  74
0066:  BTFSS  03.2
0067:  GOTO   06B
0068:  MOVLW  30
0069:  MOVWF  5A
006A:  GOTO   071
....................    else if(gelenVeri == 'y') durum1 = '1'; 
006B:  MOVF   56,W
006C:  SUBLW  79
006D:  BTFSS  03.2
006E:  GOTO   071
006F:  MOVLW  31
0070:  MOVWF  5A
....................     
....................    if     (gelenVeri == 'u') durum2 = '0'; 
0071:  MOVF   56,W
0072:  SUBLW  75
0073:  BTFSS  03.2
0074:  GOTO   078
0075:  MOVLW  30
0076:  MOVWF  5B
0077:  GOTO   07E
....................    else if(gelenVeri == 'i') durum2 = '1'; 
0078:  MOVF   56,W
0079:  SUBLW  69
007A:  BTFSS  03.2
007B:  GOTO   07E
007C:  MOVLW  31
007D:  MOVWF  5B
....................     
....................    if     (gelenVeri == 'b') durum3 = '0'; 
007E:  MOVF   56,W
007F:  SUBLW  62
0080:  BTFSS  03.2
0081:  GOTO   085
0082:  MOVLW  30
0083:  MOVWF  5C
0084:  GOTO   08B
....................    else if(gelenVeri == 'n') durum3 = '1'; 
0085:  MOVF   56,W
0086:  SUBLW  6E
0087:  BTFSS  03.2
0088:  GOTO   08B
0089:  MOVLW  31
008A:  MOVWF  5C
....................     
....................    if     (gelenVeri == 'x') seriportON_OFF = '0'; 
008B:  MOVF   56,W
008C:  SUBLW  78
008D:  BTFSS  03.2
008E:  GOTO   092
008F:  MOVLW  30
0090:  MOVWF  5D
0091:  GOTO   098
....................    else if(gelenVeri == 'w') seriportON_OFF = '1'; 
0092:  MOVF   56,W
0093:  SUBLW  77
0094:  BTFSS  03.2
0095:  GOTO   098
0096:  MOVLW  31
0097:  MOVWF  5D
....................     
....................     
....................     
....................    write_eeprom(0,bitki); 
0098:  MOVF   0B,W
0099:  MOVWF  77
009A:  BCF    0B.7
009B:  BSF    03.6
009C:  CLRF   0D
009D:  BCF    03.6
009E:  MOVF   59,W
009F:  BSF    03.6
00A0:  MOVWF  0C
00A1:  BSF    03.5
00A2:  BCF    0C.7
00A3:  BSF    0C.2
00A4:  MOVLW  55
00A5:  MOVWF  0D
00A6:  MOVLW  AA
00A7:  MOVWF  0D
00A8:  BSF    0C.1
00A9:  BTFSC  0C.1
00AA:  GOTO   0A9
00AB:  BCF    0C.2
00AC:  MOVF   77,W
00AD:  BCF    03.5
00AE:  BCF    03.6
00AF:  IORWF  0B,F
....................    write_eeprom(1,durum1); 
00B0:  MOVF   0B,W
00B1:  MOVWF  77
00B2:  BCF    0B.7
00B3:  MOVLW  01
00B4:  BSF    03.6
00B5:  MOVWF  0D
00B6:  BCF    03.6
00B7:  MOVF   5A,W
00B8:  BSF    03.6
00B9:  MOVWF  0C
00BA:  BSF    03.5
00BB:  BCF    0C.7
00BC:  BSF    0C.2
00BD:  MOVLW  55
00BE:  MOVWF  0D
00BF:  MOVLW  AA
00C0:  MOVWF  0D
00C1:  BSF    0C.1
00C2:  BTFSC  0C.1
00C3:  GOTO   0C2
00C4:  BCF    0C.2
00C5:  MOVF   77,W
00C6:  BCF    03.5
00C7:  BCF    03.6
00C8:  IORWF  0B,F
....................    write_eeprom(2,durum2); 
00C9:  MOVF   0B,W
00CA:  MOVWF  77
00CB:  BCF    0B.7
00CC:  MOVLW  02
00CD:  BSF    03.6
00CE:  MOVWF  0D
00CF:  BCF    03.6
00D0:  MOVF   5B,W
00D1:  BSF    03.6
00D2:  MOVWF  0C
00D3:  BSF    03.5
00D4:  BCF    0C.7
00D5:  BSF    0C.2
00D6:  MOVLW  55
00D7:  MOVWF  0D
00D8:  MOVLW  AA
00D9:  MOVWF  0D
00DA:  BSF    0C.1
00DB:  BTFSC  0C.1
00DC:  GOTO   0DB
00DD:  BCF    0C.2
00DE:  MOVF   77,W
00DF:  BCF    03.5
00E0:  BCF    03.6
00E1:  IORWF  0B,F
....................    write_eeprom(3,durum3); 
00E2:  MOVF   0B,W
00E3:  MOVWF  77
00E4:  BCF    0B.7
00E5:  MOVLW  03
00E6:  BSF    03.6
00E7:  MOVWF  0D
00E8:  BCF    03.6
00E9:  MOVF   5C,W
00EA:  BSF    03.6
00EB:  MOVWF  0C
00EC:  BSF    03.5
00ED:  BCF    0C.7
00EE:  BSF    0C.2
00EF:  MOVLW  55
00F0:  MOVWF  0D
00F1:  MOVLW  AA
00F2:  MOVWF  0D
00F3:  BSF    0C.1
00F4:  BTFSC  0C.1
00F5:  GOTO   0F4
00F6:  BCF    0C.2
00F7:  MOVF   77,W
00F8:  BCF    03.5
00F9:  BCF    03.6
00FA:  IORWF  0B,F
....................     
....................     
.................... } 
....................  
....................  
....................  
00FB:  BCF    0C.5
00FC:  BCF    0A.3
00FD:  BCF    0A.4
00FE:  GOTO   021
.................... #int_TIMER0 
.................... void timer0_kesmesi() { 
....................    if(++sayac == 61)    // timer0 61 kez ta?t?ysa 
*
041B:  INCF   54,F
041C:  MOVF   54,W
041D:  SUBLW  3D
041E:  BTFSS  03.2
041F:  GOTO   4EF
....................    {                   // 61 x 16.3 ms = 1 sn s?re ge?mi?tir 
....................    if(bitki != '0') 
0420:  MOVF   59,W
0421:  SUBLW  30
0422:  BTFSS  03.2
....................       saniye++; 
0423:  INCF   55,F
....................        
....................       // Seri portun Acilmesi 
....................           
....................          if(seriportON_OFF == '1') 
0424:  MOVF   5D,W
0425:  SUBLW  31
0426:  BTFSS  03.2
0427:  GOTO   4EF
....................          { 
....................              
....................             printf("Su Seviye: %c%d\n",yuzde, suSeviye); 
0428:  MOVLW  F3
0429:  BSF    03.6
042A:  MOVWF  0D
042B:  MOVLW  04
042C:  MOVWF  0F
042D:  BCF    03.0
042E:  MOVLW  0B
042F:  BSF    03.5
0430:  BCF    03.6
0431:  MOVWF  2D
0432:  BCF    03.5
0433:  CALL   0FF
0434:  MOVF   58,W
0435:  BTFSS  0C.4
0436:  GOTO   435
0437:  MOVWF  19
0438:  MOVF   5F,W
0439:  BSF    03.5
043A:  MOVWF  2D
043B:  MOVLW  18
043C:  MOVWF  2E
043D:  BCF    03.5
043E:  CALL   184
043F:  MOVLW  0A
0440:  BTFSS  0C.4
0441:  GOTO   440
0442:  MOVWF  19
....................             printf("Toprak -------"); 
0443:  MOVLW  FC
0444:  BSF    03.6
0445:  MOVWF  0D
0446:  MOVLW  04
0447:  MOVWF  0F
0448:  BCF    03.6
0449:  CALL   1EB
....................             printf("Nem      :%c%d\n",yuzde, toprakNem); 
044A:  MOVLW  04
044B:  BSF    03.6
044C:  MOVWF  0D
044D:  MOVLW  05
044E:  MOVWF  0F
044F:  BCF    03.0
0450:  MOVLW  0A
0451:  BSF    03.5
0452:  BCF    03.6
0453:  MOVWF  2D
0454:  BCF    03.5
0455:  CALL   0FF
0456:  MOVF   58,W
0457:  BTFSS  0C.4
0458:  GOTO   457
0459:  MOVWF  19
045A:  MOVF   5E,W
045B:  BSF    03.5
045C:  MOVWF  2D
045D:  MOVLW  18
045E:  MOVWF  2E
045F:  BCF    03.5
0460:  CALL   184
0461:  MOVLW  0A
0462:  BTFSS  0C.4
0463:  GOTO   462
0464:  MOVWF  19
....................             printf("Sicaklik:%fC ",temp); 
0465:  MOVLW  0C
0466:  BSF    03.6
0467:  MOVWF  0D
0468:  MOVLW  05
0469:  MOVWF  0F
046A:  BCF    03.0
046B:  MOVLW  09
046C:  BSF    03.5
046D:  BCF    03.6
046E:  MOVWF  2D
046F:  BCF    03.5
0470:  CALL   0FF
0471:  MOVLW  89
0472:  MOVWF  04
0473:  MOVF   2D,W
0474:  BSF    03.5
0475:  MOVWF  30
0476:  BCF    03.5
0477:  MOVF   2C,W
0478:  BSF    03.5
0479:  MOVWF  2F
047A:  BCF    03.5
047B:  MOVF   2B,W
047C:  BSF    03.5
047D:  MOVWF  2E
047E:  BCF    03.5
047F:  MOVF   2A,W
0480:  BSF    03.5
0481:  MOVWF  2D
0482:  MOVLW  02
0483:  MOVWF  31
0484:  BCF    03.5
0485:  GOTO   33C
0486:  MOVLW  43
0487:  BTFSS  0C.4
0488:  GOTO   487
0489:  MOVWF  19
048A:  MOVLW  20
048B:  BTFSS  0C.4
048C:  GOTO   48B
048D:  MOVWF  19
....................              
....................             printf("----------------"); 
048E:  MOVLW  13
048F:  BSF    03.6
0490:  MOVWF  0D
0491:  MOVLW  05
0492:  MOVWF  0F
0493:  BCF    03.6
0494:  CALL   1EB
....................             printf("Hava ---------"); 
0495:  MOVLW  1C
0496:  BSF    03.6
0497:  MOVWF  0D
0498:  MOVLW  05
0499:  MOVWF  0F
049A:  BCF    03.6
049B:  CALL   1EB
....................             printf("Nem      :%c%d\n",yuzde, fanNem); 
049C:  MOVLW  24
049D:  BSF    03.6
049E:  MOVWF  0D
049F:  MOVLW  05
04A0:  MOVWF  0F
04A1:  BCF    03.0
04A2:  MOVLW  0A
04A3:  BSF    03.5
04A4:  BCF    03.6
04A5:  MOVWF  2D
04A6:  BCF    03.5
04A7:  CALL   0FF
04A8:  MOVF   58,W
04A9:  BTFSS  0C.4
04AA:  GOTO   4A9
04AB:  MOVWF  19
04AC:  MOVF   62,W
04AD:  BSF    03.5
04AE:  MOVWF  2D
04AF:  MOVLW  18
04B0:  MOVWF  2E
04B1:  BCF    03.5
04B2:  CALL   184
04B3:  MOVLW  0A
04B4:  BTFSS  0C.4
04B5:  GOTO   4B4
04B6:  MOVWF  19
....................             printf("Sicaklik:%dC", fanSicaklik); 
04B7:  MOVLW  2C
04B8:  BSF    03.6
04B9:  MOVWF  0D
04BA:  MOVLW  05
04BB:  MOVWF  0F
04BC:  BCF    03.0
04BD:  MOVLW  09
04BE:  BSF    03.5
04BF:  BCF    03.6
04C0:  MOVWF  2D
04C1:  BCF    03.5
04C2:  CALL   0FF
04C3:  MOVF   63,W
04C4:  BSF    03.5
04C5:  MOVWF  2D
04C6:  MOVLW  18
04C7:  MOVWF  2E
04C8:  BCF    03.5
04C9:  CALL   184
04CA:  MOVLW  43
04CB:  BTFSS  0C.4
04CC:  GOTO   4CB
04CD:  MOVWF  19
....................             printf("----------------"); 
04CE:  MOVLW  33
04CF:  BSF    03.6
04D0:  MOVWF  0D
04D1:  MOVLW  05
04D2:  MOVWF  0F
04D3:  BCF    03.6
04D4:  CALL   1EB
....................             printf("Isik Siddeti: %d", ldr); 
04D5:  MOVLW  3C
04D6:  BSF    03.6
04D7:  MOVWF  0D
04D8:  MOVLW  05
04D9:  MOVWF  0F
04DA:  BCF    03.0
04DB:  MOVLW  0E
04DC:  BSF    03.5
04DD:  BCF    03.6
04DE:  MOVWF  2D
04DF:  BCF    03.5
04E0:  CALL   0FF
04E1:  MOVF   60,W
04E2:  BSF    03.5
04E3:  MOVWF  2D
04E4:  MOVLW  18
04E5:  MOVWF  2E
04E6:  BCF    03.5
04E7:  CALL   184
....................             printf("--------------"); 
04E8:  MOVLW  45
04E9:  BSF    03.6
04EA:  MOVWF  0D
04EB:  MOVLW  05
04EC:  MOVWF  0F
04ED:  BCF    03.6
04EE:  CALL   1EB
....................           
....................          } 
....................    }   
04EF:  BCF    0B.2
04F0:  BCF    0A.3
04F1:  BCF    0A.4
04F2:  GOTO   021
.................... } 
....................  
....................  
.................... void main() 
*
1000:  MOVLW  0C
1001:  BSF    03.5
1002:  MOVWF  19
1003:  MOVLW  A2
1004:  MOVWF  18
1005:  MOVLW  90
1006:  BCF    03.5
1007:  MOVWF  18
1008:  CLRF   54
1009:  CLRF   55
100A:  MOVLW  DF
100B:  MOVWF  57
100C:  MOVLW  25
100D:  MOVWF  58
100E:  MOVLW  30
100F:  MOVWF  59
1010:  MOVWF  5A
1011:  MOVWF  5B
1012:  MOVWF  5C
1013:  MOVWF  5D
1014:  CLRF   5E
1015:  CLRF   5F
1016:  CLRF   60
1017:  CLRF   61
1018:  CLRF   62
1019:  CLRF   63
101A:  BSF    03.5
101B:  BSF    1F.0
101C:  BSF    1F.1
101D:  BSF    1F.2
101E:  BCF    1F.3
101F:  MOVLW  07
1020:  MOVWF  1C
1021:  BCF    03.7
1022:  MOVLW  1F
1023:  ANDWF  03,F
.................... { 
....................        
....................    //ADC 
....................    setup_adc(adc_clock_div_32);  
*
105D:  BSF    03.5
105E:  BCF    1F.6
105F:  BCF    03.5
1060:  BCF    1F.6
1061:  BSF    1F.7
1062:  BSF    03.5
1063:  BSF    1F.7
1064:  BCF    03.5
1065:  BSF    1F.0
....................    setup_adc_ports(AN0_AN1_AN2_AN3_AN4);  
1066:  BSF    03.5
1067:  BCF    1F.0
1068:  BSF    1F.1
1069:  BCF    1F.2
106A:  BCF    1F.3
....................  
....................     
....................     
....................    // Bitki Secim icin -- 
....................     
....................    set_tris_c(0xF8); 
106B:  MOVLW  F8
106C:  MOVWF  07
....................    set_tris_b(0xF2); 
106D:  MOVLW  F2
106E:  MOVWF  06
....................     
....................    output_c(0); 
106F:  BCF    03.5
1070:  CLRF   07
....................    output_b(0); 
1071:  CLRF   06
....................     // timer 
....................    setup_timer_0(RTCC_INTERNAL|RTCC_DIV_32|RTCC_8_bit);      //16.3 ms overflow 
1072:  BSF    03.5
1073:  MOVF   01,W
1074:  ANDLW  C0
1075:  IORLW  04
1076:  MOVWF  01
....................    enable_interrupts(INT_TIMER0); //kesme aktif 
1077:  BCF    03.5
1078:  BSF    0B.5
....................     
....................     
....................    // rs232 icin 
....................    enable_interrupts(int_rda); // int_rda kesmesi aaktif 
1079:  BSF    03.5
107A:  BSF    0C.5
....................    enable_interrupts(GLOBAL); 
107B:  MOVLW  C0
107C:  BCF    03.5
107D:  IORWF  0B,F
....................  
....................     
....................      
....................    lcd_init(); 
107E:  BCF    0A.4
107F:  GOTO   6A5
1080:  BSF    0A.4
....................    lcd_putc('\f');                                 
1081:  MOVLW  0C
1082:  MOVWF  72
1083:  BCF    0A.4
1084:  CALL   702
1085:  BSF    0A.4
....................    lcd_gotoxy(1, 1); 
1086:  MOVLW  01
1087:  MOVWF  73
1088:  MOVWF  74
1089:  BCF    0A.4
108A:  CALL   6DF
108B:  BSF    0A.4
....................     
....................    printf(lcd_putc, "  **  SERA  **  "); 
108C:  MOVLW  4D
108D:  BSF    03.6
108E:  MOVWF  0D
108F:  MOVLW  05
1090:  MOVWF  0F
1091:  BCF    0A.4
1092:  BCF    03.6
1093:  CALL   726
1094:  BSF    0A.4
....................    printf(lcd_putc, "\n   OTOMASYONU   "); 
1095:  MOVLW  56
1096:  BSF    03.6
1097:  MOVWF  0D
1098:  MOVLW  05
1099:  MOVWF  0F
109A:  BCF    0A.4
109B:  BCF    03.6
109C:  CALL   726
109D:  BSF    0A.4
....................    delay_ms(1000); 
109E:  MOVLW  04
109F:  MOVWF  65
10A0:  MOVLW  FA
10A1:  MOVWF  66
10A2:  BCF    0A.4
10A3:  CALL   771
10A4:  BSF    0A.4
10A5:  DECFSZ 65,F
10A6:  GOTO   0A0
....................     
....................    printf(lcd_putc,"\f"); 
10A7:  MOVLW  0C
10A8:  MOVWF  72
10A9:  BCF    0A.4
10AA:  CALL   702
10AB:  BSF    0A.4
....................    printf(lcd_putc, "Basliyor..."); 
10AC:  MOVLW  5F
10AD:  BSF    03.6
10AE:  MOVWF  0D
10AF:  MOVLW  05
10B0:  MOVWF  0F
10B1:  BCF    0A.4
10B2:  BCF    03.6
10B3:  CALL   726
10B4:  BSF    0A.4
....................    
....................   // ROM deki verilern ï¿½ekilmesi 
....................    bitki  = read_eeprom(0); 
10B5:  BSF    03.6
10B6:  CLRF   0D
10B7:  BSF    03.5
10B8:  BCF    0C.7
10B9:  BSF    0C.0
10BA:  BCF    03.5
10BB:  MOVF   0C,W
10BC:  BCF    03.6
10BD:  MOVWF  59
....................    durum1 = read_eeprom(1); 
10BE:  MOVLW  01
10BF:  BSF    03.6
10C0:  MOVWF  0D
10C1:  BSF    03.5
10C2:  BCF    0C.7
10C3:  BSF    0C.0
10C4:  BCF    03.5
10C5:  MOVF   0C,W
10C6:  BCF    03.6
10C7:  MOVWF  5A
....................    durum2 = read_eeprom(2); 
10C8:  MOVLW  02
10C9:  BSF    03.6
10CA:  MOVWF  0D
10CB:  BSF    03.5
10CC:  BCF    0C.7
10CD:  BSF    0C.0
10CE:  BCF    03.5
10CF:  MOVF   0C,W
10D0:  BCF    03.6
10D1:  MOVWF  5B
....................    durum3 = read_eeprom(3); 
10D2:  MOVLW  03
10D3:  BSF    03.6
10D4:  MOVWF  0D
10D5:  BSF    03.5
10D6:  BCF    0C.7
10D7:  BSF    0C.0
10D8:  BCF    03.5
10D9:  MOVF   0C,W
10DA:  BCF    03.6
10DB:  MOVWF  5C
....................    printf(lcd_putc,"\f"); 
10DC:  MOVLW  0C
10DD:  MOVWF  72
10DE:  BCF    0A.4
10DF:  CALL   702
10E0:  BSF    0A.4
....................    printf(lcd_putc, "Basliyor1ee..."); 
10E1:  MOVLW  65
10E2:  BSF    03.6
10E3:  MOVWF  0D
10E4:  MOVLW  05
10E5:  MOVWF  0F
10E6:  BCF    0A.4
10E7:  BCF    03.6
10E8:  CALL   726
10E9:  BSF    0A.4
....................     
....................    int i = 0; 
10EA:  CLRF   64
....................    // bitkinin saate bildirilmesi 
....................    if(bitki == '1') 
10EB:  MOVF   59,W
10EC:  SUBLW  31
10ED:  BTFSS  03.2
10EE:  GOTO   104
....................       { 
....................           
....................          delay_ms(400); 
10EF:  MOVLW  02
10F0:  MOVWF  65
10F1:  MOVLW  C8
10F2:  MOVWF  66
10F3:  BCF    0A.4
10F4:  CALL   771
10F5:  BSF    0A.4
10F6:  DECFSZ 65,F
10F7:  GOTO   0F1
....................          output_high(pin_c0); 
10F8:  BSF    07.0
....................          delay_ms(400); 
10F9:  MOVLW  02
10FA:  MOVWF  65
10FB:  MOVLW  C8
10FC:  MOVWF  66
10FD:  BCF    0A.4
10FE:  CALL   771
10FF:  BSF    0A.4
1100:  DECFSZ 65,F
1101:  GOTO   0FB
....................          output_low(pin_c0); 
1102:  BCF    07.0
....................       } 
1103:  GOTO   155
....................       else if(bitki == '2') 
1104:  MOVF   59,W
1105:  SUBLW  32
1106:  BTFSS  03.2
1107:  GOTO   12D
....................       { 
....................          for (i=0;i<2;i++) 
1108:  CLRF   64
1109:  MOVF   64,W
110A:  SUBLW  01
110B:  BTFSS  03.0
110C:  GOTO   12C
....................          { 
....................          delay_ms(400); 
110D:  MOVLW  02
110E:  MOVWF  65
110F:  MOVLW  C8
1110:  MOVWF  66
1111:  BCF    0A.4
1112:  CALL   771
1113:  BSF    0A.4
1114:  DECFSZ 65,F
1115:  GOTO   10F
....................          output_high(pin_c0); 
1116:  BSF    07.0
....................          delay_ms(400); 
1117:  MOVLW  02
1118:  MOVWF  65
1119:  MOVLW  C8
111A:  MOVWF  66
111B:  BCF    0A.4
111C:  CALL   771
111D:  BSF    0A.4
111E:  DECFSZ 65,F
111F:  GOTO   119
....................          output_low(pin_c0); 
1120:  BCF    07.0
....................          delay_ms(400); 
1121:  MOVLW  02
1122:  MOVWF  65
1123:  MOVLW  C8
1124:  MOVWF  66
1125:  BCF    0A.4
1126:  CALL   771
1127:  BSF    0A.4
1128:  DECFSZ 65,F
1129:  GOTO   123
112A:  INCF   64,F
112B:  GOTO   109
....................          } 
....................       } 
112C:  GOTO   155
....................       else if(bitki == '3') 
112D:  MOVF   59,W
112E:  SUBLW  33
112F:  BTFSS  03.2
1130:  GOTO   155
....................       { 
....................          for (i=0;i<3;i++) 
1131:  CLRF   64
1132:  MOVF   64,W
1133:  SUBLW  02
1134:  BTFSS  03.0
1135:  GOTO   155
....................          { 
....................          delay_ms(400); 
1136:  MOVLW  02
1137:  MOVWF  65
1138:  MOVLW  C8
1139:  MOVWF  66
113A:  BCF    0A.4
113B:  CALL   771
113C:  BSF    0A.4
113D:  DECFSZ 65,F
113E:  GOTO   138
....................          output_high(pin_c0); 
113F:  BSF    07.0
....................          delay_ms(400); 
1140:  MOVLW  02
1141:  MOVWF  65
1142:  MOVLW  C8
1143:  MOVWF  66
1144:  BCF    0A.4
1145:  CALL   771
1146:  BSF    0A.4
1147:  DECFSZ 65,F
1148:  GOTO   142
....................          output_low(pin_c0); 
1149:  BCF    07.0
....................          delay_ms(400); 
114A:  MOVLW  02
114B:  MOVWF  65
114C:  MOVLW  C8
114D:  MOVWF  66
114E:  BCF    0A.4
114F:  CALL   771
1150:  BSF    0A.4
1151:  DECFSZ 65,F
1152:  GOTO   14C
1153:  INCF   64,F
1154:  GOTO   132
....................          } 
....................       } 
....................        
....................        
....................       //  Durumlarin Gonderilmesi 
....................       if(durum3 == '1') 
1155:  MOVF   5C,W
1156:  SUBLW  31
1157:  BTFSS  03.2
1158:  GOTO   17E
....................       { 
....................       for (i=0;i<3;i++) 
1159:  CLRF   64
115A:  MOVF   64,W
115B:  SUBLW  02
115C:  BTFSS  03.0
115D:  GOTO   17D
....................          { 
....................          delay_ms(400); 
115E:  MOVLW  02
115F:  MOVWF  65
1160:  MOVLW  C8
1161:  MOVWF  66
1162:  BCF    0A.4
1163:  CALL   771
1164:  BSF    0A.4
1165:  DECFSZ 65,F
1166:  GOTO   160
....................          output_high(pin_c1); 
1167:  BSF    07.1
....................          delay_ms(400); 
1168:  MOVLW  02
1169:  MOVWF  65
116A:  MOVLW  C8
116B:  MOVWF  66
116C:  BCF    0A.4
116D:  CALL   771
116E:  BSF    0A.4
116F:  DECFSZ 65,F
1170:  GOTO   16A
....................          output_low(pin_c1); 
1171:  BCF    07.1
....................          delay_ms(400); 
1172:  MOVLW  02
1173:  MOVWF  65
1174:  MOVLW  C8
1175:  MOVWF  66
1176:  BCF    0A.4
1177:  CALL   771
1178:  BSF    0A.4
1179:  DECFSZ 65,F
117A:  GOTO   174
117B:  INCF   64,F
117C:  GOTO   15A
....................           
....................          } 
....................       } 
117D:  GOTO   1B6
....................       else if(durum2 == '1') 
117E:  MOVF   5B,W
117F:  SUBLW  31
1180:  BTFSS  03.2
1181:  GOTO   19E
....................       { 
....................          for (i=0;i<3;i++) 
1182:  CLRF   64
1183:  MOVF   64,W
1184:  SUBLW  02
1185:  BTFSS  03.0
1186:  GOTO   19D
....................          { 
....................          delay_ms(400); 
1187:  MOVLW  02
1188:  MOVWF  65
1189:  MOVLW  C8
118A:  MOVWF  66
118B:  BCF    0A.4
118C:  CALL   771
118D:  BSF    0A.4
118E:  DECFSZ 65,F
118F:  GOTO   189
....................          output_high(pin_c1); 
1190:  BSF    07.1
....................          delay_ms(400); 
1191:  MOVLW  02
1192:  MOVWF  65
1193:  MOVLW  C8
1194:  MOVWF  66
1195:  BCF    0A.4
1196:  CALL   771
1197:  BSF    0A.4
1198:  DECFSZ 65,F
1199:  GOTO   193
....................          output_low(pin_c1); 
119A:  BCF    07.1
119B:  INCF   64,F
119C:  GOTO   183
....................           
....................          } 
....................       } 
119D:  GOTO   1B6
....................       else if(durum1 == '1') 
119E:  MOVF   5A,W
119F:  SUBLW  31
11A0:  BTFSS  03.2
11A1:  GOTO   1B6
....................       { 
....................          delay_ms(400); 
11A2:  MOVLW  02
11A3:  MOVWF  65
11A4:  MOVLW  C8
11A5:  MOVWF  66
11A6:  BCF    0A.4
11A7:  CALL   771
11A8:  BSF    0A.4
11A9:  DECFSZ 65,F
11AA:  GOTO   1A4
....................          output_high(pin_c1); 
11AB:  BSF    07.1
....................          delay_ms(400); 
11AC:  MOVLW  02
11AD:  MOVWF  65
11AE:  MOVLW  C8
11AF:  MOVWF  66
11B0:  BCF    0A.4
11B1:  CALL   771
11B2:  BSF    0A.4
11B3:  DECFSZ 65,F
11B4:  GOTO   1AE
....................          output_low(pin_c1); 
11B5:  BCF    07.1
....................       } 
....................     
....................   
....................      printf(lcd_putc,"\f"); 
11B6:  MOVLW  0C
11B7:  MOVWF  72
11B8:  BCF    0A.4
11B9:  CALL   702
11BA:  BSF    0A.4
....................    printf(lcd_putc, "Basliyor2st..."); 
11BB:  MOVLW  6D
11BC:  BSF    03.6
11BD:  MOVWF  0D
11BE:  MOVLW  05
11BF:  MOVWF  0F
11C0:  BCF    0A.4
11C1:  BCF    03.6
11C2:  CALL   726
11C3:  BSF    0A.4
....................     
....................  // Ana Dongunun Girisi 
....................  //_------ 
....................    while(TRUE) 
....................    { 
....................   
....................      
....................    // Butun sinyaller her an okunuyor 
....................     
....................       // Su Seviye 
....................       set_adc_channel(1); 
11C4:  MOVLW  08
11C5:  MOVWF  78
11C6:  MOVF   1F,W
11C7:  ANDLW  C7
11C8:  IORWF  78,W
11C9:  MOVWF  1F
....................       suSeviye =  read_adc() * 0.1; 
11CA:  BSF    1F.2
11CB:  BTFSC  1F.2
11CC:  GOTO   1CB
11CD:  MOVF   1E,W
11CE:  MOVWF  7A
11CF:  BSF    03.5
11D0:  MOVF   1E,W
11D1:  BCF    03.5
11D2:  MOVWF  65
11D3:  MOVF   1E,W
11D4:  MOVWF  66
11D5:  MOVWF  68
11D6:  MOVF   65,W
11D7:  MOVWF  67
11D8:  BCF    0A.4
11D9:  CALL   785
11DA:  BSF    0A.4
11DB:  CLRF   27
11DC:  BTFSC  0B.7
11DD:  BSF    27.7
11DE:  BCF    0B.7
11DF:  MOVF   7A,W
11E0:  BSF    03.5
11E1:  MOVWF  3D
11E2:  MOVF   79,W
11E3:  MOVWF  3C
11E4:  MOVF   78,W
11E5:  MOVWF  3B
11E6:  MOVF   77,W
11E7:  MOVWF  3A
11E8:  MOVLW  CD
11E9:  MOVWF  41
11EA:  MOVLW  CC
11EB:  MOVWF  40
11EC:  MOVLW  4C
11ED:  MOVWF  3F
11EE:  MOVLW  7B
11EF:  MOVWF  3E
11F0:  BCF    0A.4
11F1:  BCF    03.5
11F2:  CALL   253
11F3:  BSF    0A.4
11F4:  BTFSC  27.7
11F5:  BSF    0B.7
11F6:  MOVF   7A,W
11F7:  MOVWF  68
11F8:  MOVF   79,W
11F9:  MOVWF  67
11FA:  MOVF   78,W
11FB:  MOVWF  66
11FC:  MOVF   77,W
11FD:  MOVWF  65
11FE:  BCF    0A.4
11FF:  CALL   7A2
1200:  BSF    0A.4
1201:  MOVF   78,W
1202:  MOVWF  5F
....................       // Toprak Nem 
....................       set_adc_channel(0); 
1203:  MOVLW  00
1204:  MOVWF  78
1205:  MOVF   1F,W
1206:  ANDLW  C7
1207:  IORWF  78,W
1208:  MOVWF  1F
....................       toprakNem =  read_adc() * 0.1; 
1209:  BSF    1F.2
120A:  BTFSC  1F.2
120B:  GOTO   20A
120C:  MOVF   1E,W
120D:  MOVWF  7A
120E:  BSF    03.5
120F:  MOVF   1E,W
1210:  BCF    03.5
1211:  MOVWF  65
1212:  MOVF   1E,W
1213:  MOVWF  66
1214:  MOVWF  68
1215:  MOVF   65,W
1216:  MOVWF  67
1217:  BCF    0A.4
1218:  CALL   785
1219:  BSF    0A.4
121A:  CLRF   27
121B:  BTFSC  0B.7
121C:  BSF    27.7
121D:  BCF    0B.7
121E:  MOVF   7A,W
121F:  BSF    03.5
1220:  MOVWF  3D
